FocalLength	QRloss	IACloss
10	0.134686	0.13725
11	0.125048	0.12776
12	0.0949239	0.0964812
13	0.0807053	0.0820558
14	0.290572	44.7731
15	nan	73.1657
16	0.050189	0.0507758
17	nan	129.861
18	nan	87.7843
19	0.0372916	0.0388784
20	0.0295226	0.0296406
21	0.0241952	0.0245572
22	0.0311366	0.0316104
23	0.0198507	0.0201341
24	0.017943	0.0217631
25	0.0472934	0.0470206
26	0.0131574	0.0152358
27	0.0131732	0.0135426
28	nan	66.0753
29	0.00977371	0.0101915
30	0.00866366	0.0110805
31	0.00809126	0.0117753
32	0.00654236	0.00666262
33	0.00575536	0.00606797
34	0.0117099	0.0124427
35	0.00464148	0.00474436
36	0.00763151	0.00769293
37	0.673947	72.8744
38	0.0584829	0.632126
39	0.00288938	0.00287502
40	0.00279239	0.00325081
41	nan	55.2941
42	0.00207619	0.00221619
43	0.00284938	0.00387381
44	0.00159351	0.00159097
45	0.00160212	0.00394865
46	0.00493277	0.00726916
47	0.00103721	0.00112392
48	0.953078	91.1408
49	0.00107847	0.00363465
50	0.00076915	0.000833572
51	0.000771069	0.00177298
52	0.0543341	0.0635512
53	0.0120169	0.0119506
54	0.000463169	0.00126285
55	0.000288169	0.000500479
56	0.000951388	0.0049115
57	nan	221.442
58	0.00988494	0.0105935
59	0.000248063	0.00212067
60	0.000322045	0.00123906
61	0.00124987	0.00400707
62	0.00419112	0.01554
63	0.000138459	0.000419442
64	0.185078	0.188234
65	0.481697	0.472295
66	0.0030747	0.00479065
67	0.00109239	0.00293441
68	0.0348437	0.0363334
69	0.000426899	0.00123978
70	0.00434637	0.00442304
71	nan	1525.91
72	0.000433611	0.000947429
73	0.000533308	0.00107692
74	0.00679374	0.00774848
75	1.11426	274.863
76	0.00074633	0.00293291
77	0.0122615	0.0124843
78	0.000646123	0.00355667
79	0.00110028	0.00480599
80	0.000536146	0.0012043
81	0.00340682	0.00443424
82	0.00216425	0.00226102
83	0.00232497	0.00637024
84	0.000617038	0.00120809
85	0.000797501	0.00158838
86	0.000659921	0.000942595
87	0.00188456	0.00456367
88	0.0229889	0.023216
89	0.000997574	0.00163107
90	0.907062	0.838931
91	0.00128919	0.00215411
92	0.00443901	0.0120152
93	0.00168408	0.00637293
94	0.00191203	0.00733995
95	0.00248628	0.00968805
96	0.00139419	0.0016943
97	0.0197807	0.0208988
98	0.0119201	0.0125373
99	0.000821905	0.00129114
100	0.0214493	0.114824
101	nan	1311.92
102	0.00111035	0.00247735
103	0.000989952	0.00153272
104	0.00111415	0.00237369
105	0.00122452	0.0017842
106	0.00224193	0.0181511
107	0.0863569	0.0917793
108	0.00751678	0.00995016
109	nan	558.166
110	0.00197614	0.00589799
111	0.00113365	0.0014035
112	0.00123619	0.00173849
113	0.00122747	0.00158559
114	0.00573268	0.0972173
115	0.00169672	0.00529176
116	0.00226689	0.0202048
117	0.00125293	0.00144551
118	0.00144693	0.00258419
119	0.00512118	0.0284893
120	nan	1826.48
121	0.00392493	0.0192558
122	0.120461	0.202829
123	0.00169754	0.00301224
124	0.00193341	0.00386541
125	nan	1933.65
126	0.00171438	0.00180629
127	0.0631909	0.0903661
128	nan	995.837
129	0.00170336	0.0020782
130	0.00404326	0.00804194
131	0.0021229	0.0036624
132	0.666355	0.697866
133	0.00220466	0.00452583
134	0.00198371	0.0043029
135	0.0218233	0.0242394
136	0.00519537	0.0182673
137	0.00220089	0.00412819
138	0.00255109	0.00514116
139	0.00677868	0.00706845
140	0.00184981	0.00280925
141	0.00212146	0.00315174
142	2.48582	754.616
143	0.00774282	0.0263674
144	0.00436448	0.0070581
145	0.00347891	0.0116225
146	1.38688	47.4352
147	0.00293277	0.00480849
148	nan	1967.51
149	0.00244166	0.00368151
150	0.00332723	0.0103518
151	0.00260644	0.00285688
152	0.117158	0.119108
153	0.00359775	0.00734401
154	0.00268522	0.00395877
155	0.00371749	0.00412503
156	0.00270723	0.00456134
157	1.75332	281.832
158	0.00343842	0.00737416
159	0.00365725	0.00481895
